date,year,prices,market_caps,total_volumes,v_porcentual_d
2015-08-07,2015,2.832,0.0,90622.0,0.0
2015-08-08,2015,1.331,80339475.0,368070.0,-53.001412429378526
2015-08-10,2015,0.6880000000000001,41556309.21112176,400464.0745435489,-48.30954169797145
2015-08-11,2015,1.067,64539006.306272194,1518998.2053373822,55.087209302325554
2015-08-12,2015,1.2570000000000001,76013261.05415402,2073893.3450314845,17.80693533270854
2015-08-13,2015,1.8250000000000002,110468836.22388984,4380142.704000345,45.186953062848055
2015-08-14,2015,1.826,110555313.26025319,4355618.378552116,0.05479452054792944
2015-08-15,2015,1.671,101215246.3781064,2519633.2708181436,-8.48849945235488
2015-08-16,2015,1.477,89480939.24025029,3032657.656405736,-11.609814482345893
2015-08-17,2015,1.204,87313387.94547918,1880092.2147175823,-18.483412322274894
2015-08-18,2015,1.2810000000000001,92957858.0620156,1696013.472335737,6.395348837209314
2015-08-19,2015,1.2530000000000001,90920695.86547753,1537200.8409894055,-2.1857923497267784
2015-08-20,2015,1.484,107749185.84108424,2967730.5022106003,18.43575418994412
2015-08-21,2015,1.4060000000000001,102131022.8278611,1742881.8081502889,-5.256064690026941
2015-08-22,2015,1.381,100308763.78229792,914588.6539745613,-1.7780938833570459
2015-08-23,2015,1.355,98488001.44464436,1610695.8727506467,-1.8826937002172306
2015-08-24,2015,1.2469999999999999,90625948.31797116,696476.5553267623,-7.970479704797051
2015-08-25,2015,1.161,84423109.08066371,1053169.3862050485,-6.896551724137923
2015-08-26,2015,1.12,81454879.46968535,1151700.041593045,-3.531438415159338
2015-08-27,2015,1.134,82504022.8230964,681460.2394411361,1.2499999999999734
2015-08-28,2015,1.189,86549490.63266213,715178.7899308845,4.8500881834215415
2015-08-29,2015,1.174,85515599.87435573,607200.891453558,-1.2615643397813403
2015-08-30,2015,1.322,96321049.6917207,1045589.321256734,12.60647359454856
2015-08-31,2015,1.353,98608290.53954794,1197102.0492865555,2.344931921331317
2015-09-01,2015,1.351,98446826.49425755,610368.2430900692,-0.14781966001478075
2015-09-02,2015,1.279,93224371.25915022,629746.119316548,-5.329385640266471
2015-09-03,2015,1.263,92075482.63297981,583923.7452450913,-1.2509773260359625
2015-09-04,2015,1.27,92596631.55333723,333502.66115673864,0.5542359461599533
2015-09-05,2015,1.335,97402782.61913483,350815.4668948872,5.118110236220463
2015-09-06,2015,1.299,94801706.70501994,317470.0943419727,-2.696629213483148
2015-09-07,2015,1.256,91718481.31789045,487005.2028033498,-3.3102386451116184
2015-09-08,2015,1.236,90274690.39947063,419148.8018252036,-1.5923566878980888
2015-09-09,2015,1.207,88150718.66876175,367774.3318949896,-2.346278317152095
2015-09-10,2015,1.167,85308945.82326,639527.9174929534,-3.3140016570008313
2015-09-11,2015,0.977,71394234.94958797,1901710.694902119,-16.281062553556136
2015-09-12,2015,1.038,75931677.01254052,800623.2998453851,6.243602865916076
2015-09-13,2015,0.9390000000000001,68673818.80135794,658895.1959938455,-9.537572254335258
2015-09-14,2015,0.874,63965969.21105757,739213.7259180878,-6.922257720979774
2015-09-15,2015,0.9420000000000001,68951445.2301325,725816.471124354,7.78032036613272
2015-09-16,2015,0.903,66147947.57992838,629370.0849072988,-4.140127388535031
2015-09-17,2015,0.883,64693831.07862287,910704.9512256783,-2.214839424141757
2015-09-18,2015,0.846,62003275.12077277,478606.3969218407,-4.190260475651197
2015-09-19,2015,0.882,64666306.22983543,387803.6167124918,4.255319148936176
2015-09-20,2015,0.936,68666556.12460059,514836.10862474947,6.1224489795918435
2015-09-21,2015,0.901,66105164.81214318,429253.50431215833,-3.739316239316237
